Date,GoogleIndex,MovieTitle,Studio
2018-11-21,52,Memoir of War,MBox
2018-11-22,52,Memoir of War,MBox
2018-11-23,56,Memoir of War,MBox
2018-11-24,56,Memoir of War,MBox
2018-11-25,49,Memoir of War,MBox
2018-11-26,48,Memoir of War,MBox
2018-11-27,50,Memoir of War,MBox
2018-10-31,53,Let the Corpses Tan,KL
2018-11-01,0,Let the Corpses Tan,KL
2018-11-02,0,Let the Corpses Tan,KL
2018-11-03,0,Let the Corpses Tan,KL
2018-11-04,0,Let the Corpses Tan,KL
2018-11-05,99,Let the Corpses Tan,KL
2018-11-06,49,Let the Corpses Tan,KL
2018-11-07,0,Let the Corpses Tan,KL
2018-11-08,0,Let the Corpses Tan,KL
2018-11-09,57,Let the Corpses Tan,KL
2018-11-10,0,Let the Corpses Tan,KL
2018-11-11,0,Let the Corpses Tan,KL
2018-11-12,49,Let the Corpses Tan,KL
2018-11-13,0,Let the Corpses Tan,KL
2018-11-14,51,Let the Corpses Tan,KL
2018-11-15,0,Let the Corpses Tan,KL
2018-11-16,58,Let the Corpses Tan,KL
2018-11-17,85,Let the Corpses Tan,KL
2018-11-18,0,Let the Corpses Tan,KL
2018-11-19,0,Let the Corpses Tan,KL
2018-11-20,0,Let the Corpses Tan,KL
2018-11-21,52,Let the Corpses Tan,KL
2018-11-22,52,Let the Corpses Tan,KL
2018-11-23,56,Let the Corpses Tan,KL
2018-11-24,0,Let the Corpses Tan,KL
2018-11-25,48,Let the Corpses Tan,KL
2018-11-26,48,Let the Corpses Tan,KL
2018-11-27,100,Let the Corpses Tan,KL
2018-10-31,70,Weed the People,Abr.
2018-11-01,100,Weed the People,Abr.
2018-11-02,90,Weed the People,Abr.
2018-11-03,61,Weed the People,Abr.
2018-11-04,80,Weed the People,Abr.
2018-11-05,55,Weed the People,Abr.
2018-11-06,75,Weed the People,Abr.
2018-11-07,55,Weed the People,Abr.
2018-11-08,52,Weed the People,Abr.
2018-11-09,25,Weed the People,Abr.
2018-11-10,31,Weed the People,Abr.
2018-11-11,38,Weed the People,Abr.
2018-11-12,71,Weed the People,Abr.
2018-11-13,83,Weed the People,Abr.
2018-11-14,67,Weed the People,Abr.
2018-11-15,92,Weed the People,Abr.
2018-11-16,38,Weed the People,Abr.
2018-11-17,50,Weed the People,Abr.
2018-11-18,56,Weed the People,Abr.
2018-11-19,39,Weed the People,Abr.
2018-11-20,39,Weed the People,Abr.
2018-11-21,46,Weed the People,Abr.
2018-11-22,45,Weed the People,Abr.
2018-11-23,56,Weed the People,Abr.
2018-11-24,25,Weed the People,Abr.
2018-11-25,64,Weed the People,Abr.
2018-11-26,70,Weed the People,Abr.
2018-11-27,49,Weed the People,Abr.
